order_id,customer_id,subproduct_id,quantity,unit_price,discount_amount,shipping_cost,total_amount,payment_id,order_date,status_id,employee_id,city_id
1932,70,445,2,993839,0,10000,1997678,7,2025-02-23,1,60,29
1933,2135,117,2,1108263,0,25000,2241526,1,2026-07-24,5,20,20
1934,2219,247,4,237829,35674,30000,838620,1,2024-04-27,4,18,1
1935,1843,325,1,1147247,0,20000,1167247,11,2024-12-29,3,9,26
1936,2482,194,1,80278,8027,30000,102251,7,2023-05-23,2,32,20
1937,2317,402,1,1033936,0,30000,1063936,9,2026-04-27,2,34,26
1938,590,59,1,1029429,102942,30000,956487,2,2026-06-29,3,34,20
1939,42,46,2,1009429,0,30000,2048858,11,2024-10-18,2,47,19
1940,568,534,4,585602,0,25000,2367408,10,2025-09-08,3,12,13
1941,1569,493,1,1174592,0,25000,1199592,7,2023-02-20,2,41,14
1942,1211,54,3,1009429,50471,25000,2901874,9,2024-03-19,3,74,6
1943,965,371,2,1079326,0,30000,2188652,2,2023-12-17,2,1,21
1944,1492,318,1,145454,7272,25000,163182,8,2023-08-18,5,77,15
1945,17,458,1,392900,0,0,392900,12,2023-10-17,5,71,2
1946,58,194,2,80278,0,0,160556,8,2025-08-12,5,59,25
1947,224,138,1,1437646,0,30000,1467646,10,2024-11-03,5,68,26
1948,2352,77,1,856915,0,10000,866915,5,2024-05-08,1,14,8
1949,941,499,1,1184592,0,0,1184592,10,2023-04-17,8,59,16
1950,2439,350,3,1187247,118724,15000,3220569,2,2023-12-19,8,20,7
1951,880,475,1,445632,0,20000,465632,7,2025-06-02,5,28,9
1952,95,186,1,70278,0,20000,90278,7,2024-03-01,3,69,3
1953,714,121,4,1427646,71382,15000,5440056,2,2026-06-29,3,27,13
1954,1241,374,2,1059326,0,25000,2143652,10,2024-03-14,2,48,3
1955,1436,408,1,1063936,0,25000,1088936,6,2025-03-25,6,77,19
1956,2390,312,4,155454,0,15000,636816,4,2023-03-09,4,57,28
1957,803,463,3,352900,0,15000,1073700,5,2025-05-25,7,66,1
1958,2226,439,4,1013839,50691,20000,3872592,6,2024-12-25,3,42,23
1959,1992,5,1,273478,13673,15000,274805,1,2025-10-14,6,51,18
1960,2454,424,4,520089,0,0,2080356,10,2025-08-08,1,1,15
1961,563,340,1,1177247,117724,0,1059523,3,2024-10-03,3,55,14
1962,1548,512,2,1184592,0,30000,2399184,5,2024-06-21,4,51,10
1963,28,400,1,1043936,0,25000,1068936,12,2025-04-14,3,38,6
1964,1711,146,3,1317879,0,0,3953637,11,2023-07-29,5,21,25
1965,647,185,1,50278,0,10000,60278,4,2023-02-26,5,72,11
1966,715,289,1,202494,10124,10000,202370,7,2023-01-26,5,32,28
1967,393,301,2,175454,0,25000,375908,11,2024-10-25,5,12,20
1968,400,135,2,1397646,69882,15000,2670528,9,2024-10-07,3,77,1
1969,2238,321,1,175454,0,15000,190454,11,2024-05-07,4,38,27
1970,2495,69,1,876915,43845,10000,843070,11,2026-03-14,6,77,25
1971,587,137,2,1397646,139764,30000,2545764,2,2024-11-26,4,17,25
1972,2341,46,1,1009429,0,20000,1029429,10,2023-01-15,4,59,19
1973,260,126,1,1427646,142764,10000,1294882,1,2024-05-25,2,73,23
1974,2500,99,4,195165,0,15000,795660,5,2026-01-16,4,42,5
1975,1596,105,2,1108263,55413,30000,2135700,1,2026-05-24,7,4,7
1976,2011,376,3,1099326,0,15000,3312978,5,2025-01-11,6,46,1
1977,1117,173,1,572301,0,10000,582301,9,2026-05-14,1,38,28
1978,2105,192,2,60278,6027,15000,123502,1,2023-07-03,3,60,6
1979,1815,179,1,582301,0,30000,612301,2,2026-01-25,3,43,18
1980,2484,50,2,1039429,51971,15000,1989916,8,2023-09-05,5,1,21
1981,2373,389,2,1073936,0,30000,2177872,11,2025-06-25,3,55,22
1982,1129,116,1,1138263,56913,0,1081350,9,2026-04-17,2,34,13
1983,840,389,3,1073936,53696,15000,3075720,6,2026-02-13,4,69,25
1984,1985,475,2,445632,22281,25000,871702,3,2023-11-24,4,18,5
1985,2454,114,3,1138263,56913,25000,3269050,5,2025-05-01,4,77,15
1986,1782,22,3,781327,0,20000,2363981,1,2023-02-28,3,2,25
1987,923,363,3,1069326,0,0,3207978,5,2023-12-14,6,47,11
1988,1572,113,1,1148263,57413,10000,1100850,10,2026-04-15,5,34,12
1989,2304,355,4,1079326,107932,10000,3895576,6,2024-02-03,2,73,24
1990,1101,88,1,205165,30774,30000,204391,12,2025-11-14,4,68,11
1991,12,116,2,1138263,0,30000,2306526,12,2025-10-16,5,12,29
1992,945,240,3,1169215,0,30000,3537645,4,2023-09-03,6,26,28
1993,1090,241,1,227829,0,30000,257829,1,2023-07-12,6,60,13
1994,593,502,2,1174592,58729,10000,2241726,9,2023-07-21,2,63,20
1995,168,525,2,69707,0,30000,169414,3,2026-06-16,6,7,15
1996,581,186,4,70278,0,15000,296112,11,2025-11-05,4,31,10
1997,460,503,2,1204592,180688,0,2047808,5,2024-10-13,3,76,22
1998,1949,115,3,1118263,0,15000,3369789,11,2024-12-24,7,44,3
1999,2422,18,1,293478,0,25000,318478,3,2026-06-28,3,36,25
2000,2043,45,2,1019429,0,30000,2068858,4,2023-07-19,5,64,16
2001,1130,215,1,1035325,0,0,1035325,12,2025-10-05,5,61,17
2002,699,341,2,1157247,0,20000,2334494,4,2026-03-21,2,45,9
2003,472,239,1,1189215,0,10000,1199215,11,2025-12-02,1,43,2
2004,1993,429,2,758998,37949,20000,1462098,2,2023-11-16,2,50,13
2005,36,55,1,1039429,0,25000,1064429,2,2025-07-14,2,17,16
2006,41,469,3,392900,19645,20000,1139765,11,2024-07-02,3,44,6
2007,1593,157,3,1317879,0,0,3953637,4,2024-03-12,5,43,28
2008,412,108,1,1128263,0,25000,1153263,12,2023-03-31,3,75,6
2009,111,136,3,1397646,0,25000,4217938,10,2024-10-30,3,76,26
2010,1459,279,2,222494,0,30000,474988,3,2024-06-09,4,46,20
2011,1910,151,2,1307879,0,15000,2630758,5,2024-08-26,4,17,3
2012,1835,370,1,1069326,160398,15000,923928,5,2023-08-09,4,50,21
2013,414,291,1,202494,10124,20000,212370,6,2024-10-28,4,63,17
2014,2117,70,3,876915,175383,15000,2119596,3,2024-09-25,2,66,20
2015,2188,404,1,1053936,0,0,1053936,10,2025-11-12,5,30,12
2016,1025,244,5,217829,21782,25000,1005235,2,2023-02-20,3,31,27
2017,402,230,3,1199215,59960,15000,3432765,4,2026-05-05,3,28,18
2018,1987,496,4,1164592,0,30000,4688368,8,2025-09-25,5,16,29
2019,1030,156,1,1317879,0,10000,1327879,1,2025-01-11,8,27,25
2020,863,282,3,212494,0,15000,652482,3,2025-12-15,4,30,4
2021,599,45,1,1019429,0,25000,1044429,4,2025-07-21,4,62,14
2022,213,440,1,1013839,0,25000,1038839,10,2023-04-11,6,72,25
2023,2276,502,4,1174592,0,10000,4708368,3,2026-07-08,7,13,23
2024,2175,350,4,1187247,0,30000,4778988,6,2023-01-02,4,70,1
2025,1701,232,1,1179215,0,25000,1204215,6,2024-01-03,4,13,21
2026,2281,536,1,595602,0,25000,620602,2,2023-05-05,2,35,22
2027,2300,123,1,1427646,0,15000,1442646,11,2024-01-07,2,1,21
2028,1046,195,1,60278,9041,30000,81237,6,2025-04-23,4,44,8
2029,1265,201,1,1025325,102532,30000,952793,10,2024-01-21,1,57,20
2030,52,277,1,202494,30374,30000,202120,3,2023-09-19,6,38,29
2031,1135,201,3,1025325,0,0,3075975,2,2023-10-31,4,59,22
2032,458,386,1,1053936,0,15000,1068936,1,2024-04-05,4,67,27
2033,700,314,1,155454,0,25000,180454,8,2025-10-16,5,16,1
2034,343,172,1,562301,56230,25000,531071,1,2023-10-05,8,19,19
2035,457,516,3,69707,0,20000,229121,5,2024-09-13,5,38,24
2036,1475,181,5,90278,4513,20000,448825,11,2026-08-27,4,10,26
2037,588,216,1,995325,149298,20000,866027,10,2024-12-29,4,46,10
2038,1746,416,1,1263713,0,0,1263713,1,2023-08-07,5,7,19
2039,1131,304,5,145454,0,20000,747270,1,2025-02-01,3,15,9
2040,911,100,1,215165,0,20000,235165,1,2023-09-16,3,5,6
2041,884,396,3,1043936,0,20000,3151808,4,2023-02-09,5,75,22
2042,970,277,3,202494,20249,30000,576735,2,2025-08-30,5,70,4
2043,1500,515,1,79707,7970,10000,81737,3,2024-07-05,5,14,22
2044,2426,80,2,846915,0,20000,1713830,8,2023-12-23,2,18,7
2045,464,96,1,205165,0,30000,235165,12,2024-11-07,5,12,26
2046,632,390,1,1063936,106393,0,957543,7,2023-04-18,3,59,14
2047,2282,179,2,582301,0,10000,1174602,6,2024-08-26,4,37,11
2048,1379,286,1,222494,0,0,222494,2,2025-03-16,3,39,25
2049,1450,55,1,1039429,0,10000,1049429,12,2025-01-28,3,37,28
2050,836,452,1,983839,49191,20000,954648,7,2023-11-21,3,17,29
2051,1677,494,1,1164592,116459,15000,1063133,10,2023-12-09,4,2,24
2052,1457,344,4,1167247,0,15000,4683988,3,2024-07-22,5,6,6
2053,2447,438,1,1023839,0,15000,1038839,8,2025-01-07,3,69,8
2054,1538,279,1,222494,0,25000,247494,11,2023-04-18,5,51,4
2055,775,298,3,165454,16545,10000,456727,7,2023-03-23,1,6,28
2056,1426,390,3,1063936,0,25000,3216808,3,2023-09-09,4,12,12
2057,1303,287,3,222494,0,0,667482,1,2023-07-16,1,34,4
2058,1906,63,2,876915,87691,25000,1603448,9,2024-03-13,1,31,19
2059,2160,379,4,1099326,0,20000,4417304,5,2024-11-24,3,72,4
2060,1529,460,2,362900,18145,15000,704510,12,2025-07-07,2,38,8
2061,2380,60,2,1039429,0,10000,2088858,3,2023-11-28,3,62,14
2062,1654,528,1,49707,4970,30000,74737,1,2024-10-30,4,58,20
2063,1766,493,4,1174592,58729,10000,4473452,9,2025-12-06,1,14,21
2064,2171,6,2,273478,13673,20000,539610,10,2024-11-14,4,34,7
2065,444,111,3,1138263,0,30000,3444789,3,2025-02-03,6,37,10
2066,1976,73,2,876915,0,20000,1773830,4,2025-04-25,3,57,3
2067,84,9,2,293478,0,25000,611956,4,2023-08-05,4,41,5
2068,2292,498,1,1164592,0,15000,1179592,3,2023-06-01,2,6,7
2069,1007,386,1,1053936,0,0,1053936,7,2026-02-26,3,36,16
2070,1976,162,2,582301,29115,0,1106372,4,2023-08-10,4,55,3
2071,1344,544,5,565602,56560,25000,2570210,4,2025-10-06,5,20,5
2072,2423,273,1,202494,0,20000,222494,4,2025-12-09,1,5,22
2073,1985,29,2,751327,0,25000,1527654,8,2024-05-23,3,76,5
2074,2261,477,1,455632,0,20000,475632,11,2023-04-27,2,14,5
2075,2340,147,1,1297879,194681,10000,1113198,7,2025-05-02,4,7,10
2076,177,17,5,263478,52695,25000,1078915,8,2023-06-22,6,61,25
2077,212,2,2,303478,30347,0,546262,4,2024-08-21,1,17,20
2078,1632,391,2,1063936,0,25000,2152872,2,2025-01-28,1,1,8
2079,1388,250,3,237829,0,0,713487,1,2025-12-14,4,13,6
2080,614,144,1,1277879,0,10000,1287879,9,2023-01-13,5,28,28
2081,172,327,1,1177247,235449,0,941798,2,2026-06-11,2,70,6
2082,1552,201,3,1025325,153798,0,2614581,7,2023-05-20,1,60,24
2083,2123,489,3,465632,0,0,1396896,5,2025-06-12,3,11,20
2084,1744,235,3,1189215,178382,10000,3042499,6,2023-06-17,5,15,5
2085,1562,264,3,237829,0,25000,738487,2,2026-03-08,4,56,27
2086,598,112,1,1128263,112826,0,1015437,3,2025-07-02,5,42,13
2087,1235,400,1,1043936,0,10000,1053936,12,2024-06-02,5,21,5
2088,2123,146,4,1317879,0,30000,5301516,6,2023-06-21,4,60,20
2089,1347,3,5,263478,0,15000,1332390,5,2024-12-08,2,18,29
2090,882,251,5,217829,0,10000,1099145,8,2025-05-07,2,42,4
2091,2062,454,1,382900,0,30000,412900,3,2024-08-11,7,1,29
2092,69,411,1,1192030,0,25000,1217030,3,2023-11-13,5,2,18
2093,434,537,1,575602,57560,30000,548042,8,2024-04-26,5,36,8
2094,2122,172,1,562301,28115,25000,559186,4,2024-09-21,1,8,2
2095,1226,443,1,1013839,152075,20000,881764,8,2023-03-31,3,56,10
2096,2326,388,1,1043936,0,30000,1073936,7,2023-12-24,4,40,28
2097,2451,72,4,846915,0,15000,3402660,8,2026-06-03,5,16,20
2098,1220,336,3,1157247,57862,30000,3328155,5,2025-04-29,4,39,17
2099,1410,480,1,465632,0,10000,475632,11,2025-04-13,4,58,4
2100,1412,203,1,1015325,50766,25000,989559,4,2023-08-16,5,23,1
2101,1902,221,1,1179215,0,20000,1199215,7,2025-12-03,5,42,7
2102,2189,297,1,155454,0,25000,180454,5,2024-06-10,5,55,23
2103,1404,282,2,212494,0,30000,454988,1,2024-09-17,1,20,13
2104,411,308,1,145454,7272,15000,153182,10,2026-08-10,5,38,29
2105,825,177,5,552301,0,10000,2771505,5,2025-01-05,8,43,6
2106,895,358,1,1099326,0,10000,1109326,9,2024-05-16,5,77,8
2107,1495,496,2,1164592,58229,25000,2237726,3,2025-04-30,6,1,23
2108,2242,1,1,263478,0,30000,293478,7,2024-03-28,4,10,13
2109,320,375,2,1059326,105932,0,1906788,5,2026-06-06,1,12,12
2110,324,365,2,1089326,0,30000,2208652,3,2023-08-24,3,28,4
2111,1449,250,2,237829,0,25000,500658,6,2023-05-22,1,70,2
2112,1659,346,1,1147247,0,20000,1167247,10,2025-08-05,2,58,15
2113,1493,24,1,791327,39566,30000,781761,3,2026-07-29,4,16,29
2114,264,40,2,761327,0,0,1522654,10,2025-01-29,1,34,1
2115,906,16,1,273478,13673,20000,279805,1,2024-08-26,2,49,17
2116,1627,297,1,155454,7772,30000,177682,1,2024-11-18,2,68,22
2117,1568,203,4,1015325,101532,20000,3675172,4,2023-12-21,3,13,16
2118,1268,253,1,217829,0,20000,237829,10,2023-06-29,3,65,10
2119,322,283,1,222494,0,20000,242494,5,2025-09-01,5,18,18
2120,905,32,3,781327,39066,30000,2256783,2,2026-04-27,3,37,24
2121,2074,207,3,1015325,152298,30000,2619081,8,2024-02-12,1,39,10
2122,2213,321,4,175454,0,15000,716816,11,2023-10-03,4,61,21
2123,1009,300,1,165454,0,10000,175454,10,2024-06-15,5,62,24
2124,1251,342,3,1177247,58862,25000,3380155,10,2023-11-28,4,70,8
2125,767,295,1,202494,0,0,202494,5,2024-01-01,5,20,29
2126,88,10,1,273478,41021,25000,257457,2,2023-09-08,3,61,25
2127,2158,330,3,1177247,0,10000,3541741,11,2025-07-01,4,5,5
2128,1803,390,1,1063936,0,30000,1093936,3,2024-12-10,3,28,1
2129,2321,347,3,1187247,0,0,3561741,11,2024-04-30,5,17,1
2130,1439,201,2,1025325,0,30000,2080650,12,2024-12-10,3,27,7
2131,1997,224,1,1159215,57960,10000,1111255,9,2025-07-19,3,63,28
2132,504,227,5,1179215,0,0,5896075,2,2023-03-07,3,63,19
2133,845,374,2,1059326,52966,10000,2022720,10,2024-05-01,5,23,5
2134,1380,89,1,225165,0,15000,240165,8,2023-09-12,2,71,13
2135,287,469,4,392900,0,15000,1586600,10,2025-09-01,7,28,23
2136,2104,86,4,205165,10258,15000,794628,3,2024-12-14,4,43,20
2137,652,496,1,1164592,58229,15000,1121363,4,2025-06-06,2,16,25
2138,338,158,1,1297879,0,25000,1322879,9,2025-05-31,3,61,21
2139,1202,157,2,1317879,65893,20000,2523972,6,2026-02-17,3,29,12
2140,1802,141,1,1287879,128787,30000,1189092,1,2025-03-24,6,50,26
2141,2429,107,2,1138263,0,30000,2306526,12,2025-02-08,4,51,20
2142,1351,282,1,212494,10624,15000,216870,4,2025-11-26,5,27,27
2143,344,90,1,235165,0,15000,250165,3,2023-07-23,7,50,8
2144,408,531,1,59707,0,30000,89707,7,2023-09-14,2,32,23
2145,946,379,2,1099326,54966,10000,2098720,11,2023-12-14,2,12,24
2146,1451,409,1,1172030,0,20000,1192030,4,2025-05-25,5,66,24
2147,322,298,2,165454,8272,15000,329364,4,2025-06-15,3,4,18
2148,1902,300,3,165454,8272,30000,501546,5,2023-01-09,4,16,7
2149,1203,431,3,758998,37949,0,2163147,2,2026-08-20,4,52,5
2150,822,180,4,572301,0,10000,2299204,4,2024-05-15,5,6,24
2151,1871,362,1,1059326,52966,20000,1026360,8,2024-11-11,5,8,2
2152,1379,24,1,791327,79132,20000,732195,7,2024-01-18,3,74,25
2153,1463,20,2,283478,14173,30000,568610,2,2026-08-05,2,7,20
2154,2101,420,1,1065563,0,10000,1075563,5,2025-05-11,3,64,22
2155,440,266,1,237829,47565,15000,205264,5,2024-07-09,1,26,26
2156,1786,533,1,575602,0,15000,590602,7,2026-03-10,4,7,2
2157,22,69,2,876915,0,0,1753830,8,2023-01-15,6,14,24
2158,888,544,4,565602,0,25000,2287408,11,2025-03-04,2,75,19
2159,595,489,1,465632,0,25000,490632,4,2026-07-17,4,72,23
2160,2189,490,4,455632,0,0,1822528,1,2023-08-05,3,13,23
2161,304,477,2,455632,45563,20000,840138,2,2025-12-10,5,66,27
2162,2130,442,2,1003839,0,30000,2037678,7,2023-03-07,2,17,11
2163,2446,89,1,225165,45033,25000,205132,3,2024-09-19,4,66,18
2164,1654,447,1,1003839,0,20000,1023839,4,2023-08-08,6,10,20
2165,342,472,4,372900,0,0,1491600,3,2024-02-27,2,63,17
2166,747,353,1,1089326,0,20000,1109326,6,2025-05-23,3,9,12
2167,2125,131,1,1407646,70382,30000,1367264,2,2023-07-10,5,50,18
2168,2442,113,1,1148263,114826,0,1033437,5,2024-03-15,5,69,1
2169,1694,177,2,552301,0,15000,1119602,6,2024-02-02,2,4,17
2170,827,291,1,202494,10124,15000,207370,7,2024-01-20,8,65,26
2171,1335,457,1,362900,18145,20000,364755,5,2025-06-22,4,33,29
2172,584,118,2,1138263,56913,10000,2172700,9,2026-01-08,4,23,23
2173,521,338,4,1187247,178087,25000,4061640,8,2023-08-05,6,36,25
2174,1440,60,1,1039429,0,15000,1054429,5,2023-03-23,1,49,29
2175,221,426,1,1118346,55917,25000,1087429,7,2025-02-03,4,29,13
2176,2009,273,1,202494,10124,0,192370,2,2026-01-22,2,22,7
2177,977,532,3,59707,0,15000,194121,2,2024-11-26,5,4,23
2178,1510,470,3,382900,0,25000,1173700,10,2025-05-18,5,58,4
2179,1567,376,1,1099326,0,30000,1129326,7,2025-05-13,5,64,13
2180,202,242,4,217829,0,10000,881316,8,2026-07-17,7,63,23
2181,1049,319,3,135454,0,30000,436362,11,2025-07-19,5,72,6
2182,832,481,4,425632,85126,0,1362024,12,2024-05-30,4,8,14
2183,893,282,1,212494,0,15000,227494,9,2023-01-26,5,24,9
2184,465,498,1,1164592,0,0,1164592,11,2025-09-04,2,2,7
2185,1628,405,1,1053936,105393,30000,978543,9,2025-06-14,3,35,19
2186,2084,521,1,89707,4485,25000,110222,5,2025-08-30,4,45,6
2187,2014,365,1,1089326,163398,20000,945928,5,2025-10-22,1,77,26
2188,1877,301,1,175454,26318,0,149136,10,2023-06-27,6,23,27
2189,2340,363,1,1069326,160398,30000,938928,12,2024-04-06,7,27,10
2190,2021,530,5,69707,6970,25000,338685,9,2023-09-30,5,74,7
2191,1236,150,1,1297879,0,10000,1307879,6,2025-12-11,6,8,21
2192,936,51,4,1039429,0,15000,4172716,5,2026-08-06,1,22,3
2193,1815,417,1,1085563,0,10000,1095563,3,2023-03-22,2,73,18
2194,2459,383,1,1063936,0,10000,1073936,11,2024-08-01,5,73,7
2195,290,32,2,781327,0,30000,1592654,1,2025-05-05,4,39,12
2196,844,535,5,555602,55560,20000,2520210,12,2024-10-11,1,73,22
2197,1685,503,1,1204592,0,30000,1234592,4,2025-07-07,6,43,25
2198,1315,414,3,1253713,62685,30000,3603084,2,2024-09-06,2,45,26
2199,2098,196,2,70278,0,25000,165556,11,2024-02-09,5,74,4
2200,1486,251,5,217829,0,10000,1099145,1,2026-04-15,5,5,8
2201,1359,44,1,1029429,0,10000,1039429,11,2025-11-30,3,58,29
2202,881,415,2,1243713,0,10000,2497426,12,2023-03-07,5,32,10
2203,318,210,1,995325,0,15000,1010325,11,2024-03-21,1,57,2
2204,2100,494,4,1164592,58229,10000,4435452,8,2023-09-11,5,61,3
2205,1206,145,5,1317879,0,0,6589395,2,2026-05-25,1,64,6
2206,2031,274,2,192494,0,0,384988,2,2023-10-06,5,62,5
2207,82,503,2,1204592,120459,10000,2178266,3,2024-11-21,1,36,12
2208,1125,399,3,1033936,155090,20000,2656538,11,2023-05-04,4,41,18
2209,2500,406,1,1073936,107393,0,966543,8,2023-07-08,3,7,5
2210,1297,545,4,575602,28780,25000,2212288,4,2025-05-18,3,57,6
2211,1524,460,1,362900,18145,0,344755,10,2025-11-13,2,76,25
2212,799,89,1,225165,11258,0,213907,8,2026-03-14,4,2,16
2213,521,176,2,542301,81345,20000,941912,12,2023-01-03,5,36,25
2214,1380,188,1,60278,0,10000,70278,1,2024-09-18,1,29,13
2215,2233,509,2,1194592,0,20000,2409184,5,2026-05-26,8,55,15
2216,2311,315,2,135454,0,30000,300908,9,2024-11-28,5,54,2
2217,1246,524,1,69707,3485,25000,91222,12,2026-01-16,5,23,6
2218,859,145,1,1317879,197681,20000,1140198,1,2023-01-16,4,27,12
2219,1504,382,5,1033936,51696,25000,4936200,5,2025-08-21,3,42,18
2220,1584,333,1,1187247,0,15000,1202247,7,2025-09-18,5,37,29
2221,74,518,1,69707,0,10000,79707,8,2024-02-25,2,48,12
2222,1060,78,1,846915,42345,20000,824570,4,2023-02-09,3,48,27
2223,2343,288,3,192494,0,15000,592482,11,2023-01-07,7,57,8
2224,402,294,3,222494,0,30000,697482,7,2024-04-20,7,23,18
2225,1038,504,1,1194592,0,10000,1204592,3,2023-10-25,8,65,16
2226,1972,72,1,846915,0,15000,861915,12,2023-05-02,3,68,7
2227,1118,116,2,1138263,0,25000,2301526,7,2025-05-27,4,62,19
2228,1002,230,3,1199215,179882,10000,3067999,4,2026-05-20,2,26,29
2229,1828,440,2,1013839,0,25000,2052678,7,2025-12-15,5,67,7
2230,2169,154,1,1307879,0,20000,1327879,12,2026-04-04,2,56,20
2231,420,388,1,1043936,0,10000,1053936,8,2026-01-07,3,31,23
2232,2226,503,1,1204592,0,10000,1214592,10,2025-09-09,2,67,23
2233,1544,529,1,89707,8970,0,80737,4,2023-02-21,4,38,2
2234,2435,360,1,1079326,53966,20000,1045360,12,2023-12-28,2,20,29
2235,1778,190,2,60278,0,20000,140556,8,2025-04-16,3,57,29
2236,1693,454,2,382900,0,30000,795800,2,2026-01-07,4,69,19
2237,2494,47,1,1029429,51471,15000,992958,9,2023-05-19,6,74,11
2238,933,223,1,1179215,0,30000,1209215,1,2026-03-10,4,55,27
2239,1050,144,1,1277879,0,30000,1307879,3,2023-11-20,2,36,27
2240,1935,511,1,1194592,0,0,1194592,5,2026-02-12,4,15,29
2241,2198,419,3,1085563,0,10000,3266689,5,2026-06-11,2,3,2
2242,976,374,5,1059326,0,15000,5311630,4,2025-03-30,4,77,17
2243,1427,488,3,445632,44563,30000,1233207,6,2026-02-01,4,5,6
2244,1905,144,2,1277879,63893,10000,2437972,12,2023-01-24,4,46,28
2245,34,28,2,751327,112699,25000,1302256,11,2025-12-10,3,73,28
2246,1097,321,2,175454,8772,0,333364,10,2023-11-26,5,4,12
2247,2062,479,2,435632,21781,30000,857702,6,2024-09-27,4,35,29
2248,1176,330,1,1177247,58862,15000,1133385,7,2024-04-07,4,13,24
2249,1997,512,2,1184592,118459,20000,2152266,3,2023-05-06,2,19,28
2250,1260,388,2,1043936,0,15000,2102872,4,2025-05-29,6,5,11
2251,606,509,1,1194592,119459,15000,1090133,8,2023-01-22,5,54,8
2252,1927,448,2,1023839,0,25000,2072678,6,2026-06-06,4,14,28
2253,1468,247,4,237829,23782,30000,886188,1,2024-05-31,4,15,18
2254,2113,73,1,876915,0,20000,896915,1,2025-06-09,3,7,18
2255,1649,83,5,225165,0,25000,1150825,6,2023-02-21,5,73,11
2256,2398,161,3,582301,0,15000,1761903,7,2024-03-24,3,44,11
2257,869,186,1,70278,0,30000,100278,10,2024-01-10,7,40,8
2258,344,195,2,60278,0,30000,150556,8,2024-07-26,1,52,8
2259,2457,204,1,995325,0,10000,1005325,6,2026-03-01,4,56,23
2260,1340,43,1,1019429,50971,30000,998458,7,2026-04-10,4,77,6
2261,267,14,3,283478,0,20000,870434,11,2025-01-26,6,9,17
2262,2126,497,1,1164592,0,0,1164592,4,2023-10-15,4,4,3
2263,2368,235,3,1189215,0,0,3567645,3,2025-02-08,3,70,3
2264,2128,407,1,1043936,0,0,1043936,3,2025-06-21,5,71,13
2265,232,370,1,1069326,160398,15000,923928,7,2024-08-10,1,7,1
2266,778,110,2,1108263,0,30000,2246526,5,2026-02-20,3,70,12
2267,2164,432,1,768998,0,25000,793998,5,2024-12-25,7,2,10
2268,991,439,1,1013839,50691,20000,983148,3,2026-05-01,1,64,8
2269,211,382,1,1033936,103393,15000,945543,1,2026-08-06,4,44,4
2270,1559,157,1,1317879,0,15000,1332879,1,2025-03-28,3,75,8
2271,1265,279,2,222494,0,15000,459988,2,2026-08-21,1,18,20
2272,1371,54,1,1009429,0,20000,1029429,1,2024-03-28,3,47,15
2273,1430,22,3,781327,39066,30000,2256783,8,2023-03-01,3,55,11
2274,1986,551,4,555602,0,20000,2242408,4,2024-11-06,4,75,12
2275,2466,316,1,175454,0,20000,195454,10,2023-07-17,2,76,26
2276,782,334,3,1167247,0,30000,3531741,10,2023-03-27,5,50,23
2277,2427,128,1,1427646,71382,20000,1376264,5,2023-02-07,6,64,4
2278,1264,192,1,60278,0,10000,70278,2,2023-05-26,1,75,12
2279,536,448,2,1023839,204767,10000,1648144,8,2023-04-11,2,25,17
2280,2262,112,3,1128263,0,0,3384789,9,2026-07-19,4,32,4
2281,1078,379,5,1099326,0,20000,5516630,1,2023-07-20,4,27,11
2282,1581,223,3,1179215,0,25000,3562645,11,2024-09-24,3,20,18
2283,1708,328,1,1147247,57362,20000,1109885,1,2025-01-16,5,43,13
2284,167,33,1,761327,38066,25000,748261,6,2026-02-08,4,28,20
2285,475,336,1,1157247,57862,0,1099385,6,2026-01-20,6,35,10
2286,2227,342,1,1177247,0,25000,1202247,8,2024-03-28,4,59,14
2287,1122,110,3,1108263,0,15000,3339789,11,2026-06-25,4,15,20
2288,1111,438,1,1023839,51191,15000,987648,2,2024-08-27,2,5,2
2289,1666,373,1,1079326,0,20000,1099326,9,2023-01-08,3,71,24
2290,1190,322,2,135454,0,30000,300908,4,2025-01-11,4,64,27
2291,1744,444,1,1013839,152075,15000,876764,1,2025-10-13,4,22,5
2292,1129,289,4,202494,0,10000,819976,9,2024-04-13,5,14,13
2293,742,189,1,90278,0,25000,115278,10,2025-05-26,5,14,5
2294,1606,100,1,215165,0,25000,240165,7,2025-12-14,4,28,5
2295,2202,62,2,836915,0,10000,1683830,6,2024-11-17,1,11,8
2296,818,80,2,846915,0,15000,1708830,2,2026-07-14,3,57,15
2297,672,497,2,1164592,116459,10000,2106266,8,2023-01-10,3,74,23
2298,1826,175,2,542301,0,25000,1109602,12,2024-01-28,5,15,11
2299,1558,78,2,846915,84691,25000,1549448,3,2025-09-15,2,45,15
2300,2238,350,2,1187247,0,30000,2404494,4,2025-12-05,2,41,27
2301,1247,16,2,273478,0,20000,566956,8,2025-10-11,3,25,5
2302,1953,156,2,1317879,65893,0,2503972,6,2026-06-03,5,53,4
2303,1800,497,2,1164592,0,20000,2349184,4,2024-11-30,2,38,9
2304,612,337,1,1177247,0,25000,1202247,6,2024-06-21,3,41,16
2305,2397,130,1,1407646,70382,10000,1347264,7,2023-06-09,4,31,29
2306,2242,258,1,237829,11891,0,225938,1,2024-09-29,4,49,13
2307,2486,121,1,1427646,71382,10000,1366264,8,2024-05-30,8,45,26
