inventory_id,subproduct_id,warehouse_id,quantity,last_updated
513,103,WH-Surabaya,450,2025-11-12 00:00:00
514,103,WH-Medan,254,2025-01-24 00:00:00
515,103,WH-Makassar,46,2026-02-07 00:00:00
516,104,WH-Jakarta,258,2026-04-14 00:00:00
517,104,WH-Bandung,494,2025-09-04 00:00:00
518,104,WH-Surabaya,110,2026-08-21 00:00:00
519,104,WH-Medan,180,2025-02-19 00:00:00
520,104,WH-Makassar,25,2025-10-16 00:00:00
521,105,WH-Jakarta,253,2026-04-27 00:00:00
522,105,WH-Bandung,146,2026-07-04 00:00:00
523,105,WH-Surabaya,4,2025-04-21 00:00:00
524,105,WH-Medan,220,2025-05-18 00:00:00
525,105,WH-Makassar,451,2025-09-28 00:00:00
526,106,WH-Jakarta,372,2026-01-10 00:00:00
527,106,WH-Bandung,391,2026-02-17 00:00:00
528,106,WH-Surabaya,187,2025-02-16 00:00:00
529,106,WH-Medan,205,2025-02-22 00:00:00
530,106,WH-Makassar,291,2026-07-30 00:00:00
531,107,WH-Jakarta,99,2026-01-07 00:00:00
532,107,WH-Bandung,283,2025-10-23 00:00:00
533,107,WH-Surabaya,37,2026-01-31 00:00:00
534,107,WH-Medan,258,2026-04-07 00:00:00
535,107,WH-Makassar,391,2026-07-18 00:00:00
536,108,WH-Jakarta,143,2025-05-02 00:00:00
537,108,WH-Bandung,65,2025-04-10 00:00:00
538,108,WH-Surabaya,201,2026-01-18 00:00:00
539,108,WH-Medan,406,2025-12-14 00:00:00
540,108,WH-Makassar,285,2026-01-10 00:00:00
541,109,WH-Jakarta,386,2025-05-28 00:00:00
542,109,WH-Bandung,101,2026-06-06 00:00:00
543,109,WH-Surabaya,205,2026-05-28 00:00:00
544,109,WH-Medan,20,2025-02-16 00:00:00
545,109,WH-Makassar,19,2025-05-21 00:00:00
546,110,WH-Jakarta,365,2025-12-08 00:00:00
547,110,WH-Bandung,411,2026-05-01 00:00:00
548,110,WH-Surabaya,265,2026-04-13 00:00:00
549,110,WH-Medan,76,2026-06-12 00:00:00
550,110,WH-Makassar,71,2025-12-02 00:00:00
551,111,WH-Jakarta,476,2025-11-23 00:00:00
552,111,WH-Bandung,83,2026-02-07 00:00:00
553,111,WH-Surabaya,315,2025-11-03 00:00:00
554,111,WH-Medan,303,2025-12-11 00:00:00
555,111,WH-Makassar,259,2026-06-06 00:00:00
556,112,WH-Jakarta,272,2026-05-17 00:00:00
557,112,WH-Bandung,362,2026-07-31 00:00:00
558,112,WH-Surabaya,153,2026-05-02 00:00:00
559,112,WH-Medan,417,2025-01-18 00:00:00
560,112,WH-Makassar,188,2025-12-06 00:00:00
561,113,WH-Jakarta,344,2025-04-23 00:00:00
562,113,WH-Bandung,213,2026-08-21 00:00:00
563,113,WH-Surabaya,157,2025-01-28 00:00:00
564,113,WH-Medan,305,2026-05-01 00:00:00
565,113,WH-Makassar,135,2026-08-16 00:00:00
566,114,WH-Jakarta,295,2025-08-22 00:00:00
567,114,WH-Bandung,369,2025-02-22 00:00:00
568,114,WH-Surabaya,298,2026-05-07 00:00:00
569,114,WH-Medan,87,2026-06-21 00:00:00
570,114,WH-Makassar,322,2026-01-25 00:00:00
571,115,WH-Jakarta,75,2025-09-06 00:00:00
572,115,WH-Bandung,16,2026-08-10 00:00:00
573,115,WH-Surabaya,485,2025-04-23 00:00:00
574,115,WH-Medan,97,2025-01-20 00:00:00
575,115,WH-Makassar,225,2025-11-18 00:00:00
576,116,WH-Jakarta,214,2025-06-05 00:00:00
577,116,WH-Bandung,211,2025-07-28 00:00:00
578,116,WH-Surabaya,210,2026-05-29 00:00:00
579,116,WH-Medan,396,2026-04-28 00:00:00
580,116,WH-Makassar,446,2025-03-05 00:00:00
581,117,WH-Jakarta,361,2025-05-22 00:00:00
582,117,WH-Bandung,265,2025-08-01 00:00:00
583,117,WH-Surabaya,287,2025-11-29 00:00:00
584,117,WH-Medan,339,2026-05-05 00:00:00
585,117,WH-Makassar,269,2026-01-21 00:00:00
586,118,WH-Jakarta,160,2025-06-27 00:00:00
587,118,WH-Bandung,235,2026-06-30 00:00:00
588,118,WH-Surabaya,175,2026-07-14 00:00:00
589,118,WH-Medan,181,2025-09-28 00:00:00
590,118,WH-Makassar,312,2026-05-11 00:00:00
591,119,WH-Jakarta,98,2025-09-10 00:00:00
592,119,WH-Bandung,142,2026-07-26 00:00:00
593,119,WH-Surabaya,152,2025-08-19 00:00:00
594,119,WH-Medan,482,2025-11-01 00:00:00
595,119,WH-Makassar,394,2025-10-23 00:00:00
596,120,WH-Jakarta,360,2025-08-01 00:00:00
597,120,WH-Bandung,353,2026-05-16 00:00:00
598,120,WH-Surabaya,162,2026-05-07 00:00:00
599,120,WH-Medan,178,2026-07-28 00:00:00
600,120,WH-Makassar,478,2025-10-08 00:00:00
601,121,WH-Jakarta,147,2025-05-05 00:00:00
602,121,WH-Bandung,293,2026-07-11 00:00:00
603,121,WH-Surabaya,194,2026-02-09 00:00:00
604,121,WH-Medan,419,2025-12-20 00:00:00
605,121,WH-Makassar,488,2025-05-30 00:00:00
606,122,WH-Jakarta,148,2025-02-13 00:00:00
607,122,WH-Bandung,147,2025-03-22 00:00:00
608,122,WH-Surabaya,177,2026-03-29 00:00:00
609,122,WH-Medan,335,2025-09-20 00:00:00
610,122,WH-Makassar,382,2026-05-06 00:00:00
611,123,WH-Jakarta,109,2025-07-26 00:00:00
612,123,WH-Bandung,423,2026-07-06 00:00:00
613,123,WH-Surabaya,138,2026-07-30 00:00:00
614,123,WH-Medan,356,2025-10-06 00:00:00
615,123,WH-Makassar,70,2025-04-22 00:00:00
616,124,WH-Jakarta,315,2026-08-24 00:00:00
617,124,WH-Bandung,122,2025-09-06 00:00:00
618,124,WH-Surabaya,25,2026-06-28 00:00:00
619,124,WH-Medan,115,2025-08-27 00:00:00
620,124,WH-Makassar,26,2025-04-13 00:00:00
621,125,WH-Jakarta,211,2025-12-05 00:00:00
622,125,WH-Bandung,367,2026-04-29 00:00:00
623,125,WH-Surabaya,51,2025-05-21 00:00:00
624,125,WH-Medan,2,2026-07-18 00:00:00
625,125,WH-Makassar,500,2025-06-11 00:00:00
626,126,WH-Jakarta,208,2026-05-03 00:00:00
627,126,WH-Bandung,244,2025-07-24 00:00:00
628,126,WH-Surabaya,387,2025-10-22 00:00:00
629,126,WH-Medan,164,2025-10-20 00:00:00
630,126,WH-Makassar,330,2025-03-02 00:00:00
631,127,WH-Jakarta,464,2025-04-02 00:00:00
632,127,WH-Bandung,333,2026-08-11 00:00:00
633,127,WH-Surabaya,118,2026-07-02 00:00:00
634,127,WH-Medan,378,2025-02-08 00:00:00
635,127,WH-Makassar,467,2025-06-29 00:00:00
636,128,WH-Jakarta,213,2025-06-30 00:00:00
637,128,WH-Bandung,478,2025-02-07 00:00:00
638,128,WH-Surabaya,428,2026-02-11 00:00:00
639,128,WH-Medan,403,2026-05-23 00:00:00
640,128,WH-Makassar,95,2025-10-24 00:00:00
641,129,WH-Jakarta,448,2025-02-08 00:00:00
642,129,WH-Bandung,4,2025-11-02 00:00:00
643,129,WH-Surabaya,290,2025-04-20 00:00:00
644,129,WH-Medan,475,2025-12-10 00:00:00
645,129,WH-Makassar,145,2026-04-11 00:00:00
646,130,WH-Jakarta,328,2026-07-11 00:00:00
647,130,WH-Bandung,268,2026-05-21 00:00:00
648,130,WH-Surabaya,455,2025-05-18 00:00:00
649,130,WH-Medan,435,2026-06-01 00:00:00
650,130,WH-Makassar,239,2025-10-07 00:00:00
651,131,WH-Jakarta,98,2025-04-26 00:00:00
652,131,WH-Bandung,169,2025-06-16 00:00:00
653,131,WH-Surabaya,374,2026-04-15 00:00:00
654,131,WH-Medan,331,2025-09-21 00:00:00
655,131,WH-Makassar,367,2025-07-10 00:00:00
656,132,WH-Jakarta,7,2025-12-12 00:00:00
657,132,WH-Bandung,404,2025-10-30 00:00:00
658,132,WH-Surabaya,290,2025-07-17 00:00:00
659,132,WH-Medan,89,2026-02-20 00:00:00
660,132,WH-Makassar,423,2026-03-14 00:00:00
661,133,WH-Jakarta,263,2025-12-02 00:00:00
662,133,WH-Bandung,44,2026-02-15 00:00:00
663,133,WH-Surabaya,342,2025-04-08 00:00:00
664,133,WH-Medan,94,2025-05-24 00:00:00
665,133,WH-Makassar,244,2025-11-28 00:00:00
666,134,WH-Jakarta,479,2025-09-12 00:00:00
667,134,WH-Bandung,3,2025-09-25 00:00:00
668,134,WH-Surabaya,196,2025-08-30 00:00:00
669,134,WH-Medan,228,2025-10-01 00:00:00
670,134,WH-Makassar,488,2025-12-04 00:00:00
671,135,WH-Jakarta,154,2026-08-20 00:00:00
672,135,WH-Bandung,370,2026-08-10 00:00:00
673,135,WH-Surabaya,5,2025-09-25 00:00:00
674,135,WH-Medan,334,2026-01-04 00:00:00
675,135,WH-Makassar,354,2025-08-30 00:00:00
676,136,WH-Jakarta,31,2025-05-02 00:00:00
677,136,WH-Bandung,238,2025-11-11 00:00:00
678,136,WH-Surabaya,81,2026-02-20 00:00:00
679,136,WH-Medan,351,2026-05-30 00:00:00
680,136,WH-Makassar,472,2025-11-15 00:00:00
681,137,WH-Jakarta,353,2025-05-01 00:00:00
682,137,WH-Bandung,327,2025-10-30 00:00:00
683,137,WH-Surabaya,188,2025-08-15 00:00:00
684,137,WH-Medan,112,2025-05-17 00:00:00
685,137,WH-Makassar,244,2025-06-06 00:00:00
686,138,WH-Jakarta,232,2026-01-18 00:00:00
687,138,WH-Bandung,212,2026-07-17 00:00:00
688,138,WH-Surabaya,467,2026-04-28 00:00:00
689,138,WH-Medan,387,2026-07-05 00:00:00
690,138,WH-Makassar,410,2025-08-12 00:00:00
691,139,WH-Jakarta,390,2025-09-11 00:00:00
692,139,WH-Bandung,348,2025-03-25 00:00:00
693,139,WH-Surabaya,269,2026-04-03 00:00:00
694,139,WH-Medan,270,2026-01-06 00:00:00
695,139,WH-Makassar,39,2026-08-01 00:00:00
696,140,WH-Jakarta,57,2025-03-05 00:00:00
697,140,WH-Bandung,424,2026-07-15 00:00:00
698,140,WH-Surabaya,462,2026-06-02 00:00:00
699,140,WH-Medan,103,2026-08-10 00:00:00
700,140,WH-Makassar,274,2025-06-03 00:00:00
701,141,WH-Jakarta,84,2025-12-02 00:00:00
702,141,WH-Bandung,437,2026-06-17 00:00:00
703,141,WH-Surabaya,226,2025-04-30 00:00:00
704,141,WH-Medan,348,2025-07-30 00:00:00
705,141,WH-Makassar,367,2026-08-21 00:00:00
706,142,WH-Jakarta,250,2025-04-04 00:00:00
707,142,WH-Bandung,460,2026-06-07 00:00:00
708,142,WH-Surabaya,228,2025-02-26 00:00:00
709,142,WH-Medan,232,2025-05-16 00:00:00
710,142,WH-Makassar,262,2026-03-02 00:00:00
711,143,WH-Jakarta,233,2026-08-01 00:00:00
712,143,WH-Bandung,29,2026-07-27 00:00:00
713,143,WH-Surabaya,236,2025-11-12 00:00:00
714,143,WH-Medan,370,2025-01-23 00:00:00
715,143,WH-Makassar,202,2025-09-18 00:00:00
716,144,WH-Jakarta,418,2025-01-04 00:00:00
717,144,WH-Bandung,381,2025-08-12 00:00:00
718,144,WH-Surabaya,296,2025-03-16 00:00:00
719,144,WH-Medan,23,2026-03-10 00:00:00
720,144,WH-Makassar,176,2025-03-07 00:00:00
721,145,WH-Jakarta,277,2025-03-03 00:00:00
722,145,WH-Bandung,478,2025-03-12 00:00:00
723,145,WH-Surabaya,478,2026-04-29 00:00:00
724,145,WH-Medan,16,2025-10-21 00:00:00
725,145,WH-Makassar,209,2025-07-04 00:00:00
726,146,WH-Jakarta,393,2025-05-19 00:00:00
727,146,WH-Bandung,392,2026-03-07 00:00:00
728,146,WH-Surabaya,191,2026-01-27 00:00:00
729,146,WH-Medan,229,2026-01-22 00:00:00
730,146,WH-Makassar,192,2025-03-24 00:00:00
731,147,WH-Jakarta,349,2026-07-07 00:00:00
732,147,WH-Bandung,68,2025-12-23 00:00:00
733,147,WH-Surabaya,60,2025-07-02 00:00:00
734,147,WH-Medan,275,2026-02-07 00:00:00
735,147,WH-Makassar,270,2025-05-11 00:00:00
736,148,WH-Jakarta,372,2025-08-17 00:00:00
737,148,WH-Bandung,427,2025-01-04 00:00:00
738,148,WH-Surabaya,387,2025-01-24 00:00:00
739,148,WH-Medan,500,2025-11-02 00:00:00
740,148,WH-Makassar,237,2026-07-12 00:00:00
741,149,WH-Jakarta,217,2026-06-29 00:00:00
742,149,WH-Bandung,194,2025-08-24 00:00:00
743,149,WH-Surabaya,126,2026-04-17 00:00:00
744,149,WH-Medan,177,2025-06-08 00:00:00
745,149,WH-Makassar,141,2025-07-13 00:00:00
746,150,WH-Jakarta,479,2025-04-26 00:00:00
747,150,WH-Bandung,16,2026-03-06 00:00:00
748,150,WH-Surabaya,314,2025-01-17 00:00:00
749,150,WH-Medan,123,2025-07-31 00:00:00
750,150,WH-Makassar,34,2025-04-14 00:00:00
751,151,WH-Jakarta,304,2025-02-04 00:00:00
752,151,WH-Bandung,228,2025-02-19 00:00:00
753,151,WH-Surabaya,125,2025-02-15 00:00:00
754,151,WH-Medan,205,2026-03-26 00:00:00
755,151,WH-Makassar,119,2026-07-07 00:00:00
756,152,WH-Jakarta,111,2025-02-27 00:00:00
757,152,WH-Bandung,71,2026-05-31 00:00:00
758,152,WH-Surabaya,148,2025-08-28 00:00:00
759,152,WH-Medan,417,2026-08-13 00:00:00
760,152,WH-Makassar,163,2026-08-15 00:00:00
761,153,WH-Jakarta,306,2025-11-25 00:00:00
762,153,WH-Bandung,121,2025-11-06 00:00:00
763,153,WH-Surabaya,448,2025-05-27 00:00:00
764,153,WH-Medan,338,2026-06-18 00:00:00
765,153,WH-Makassar,113,2026-02-28 00:00:00
766,154,WH-Jakarta,153,2025-10-09 00:00:00
767,154,WH-Bandung,31,2026-07-25 00:00:00
768,154,WH-Surabaya,485,2025-06-29 00:00:00
769,154,WH-Medan,320,2026-03-14 00:00:00
770,154,WH-Makassar,284,2026-05-23 00:00:00
771,155,WH-Jakarta,24,2025-12-19 00:00:00
772,155,WH-Bandung,482,2026-01-26 00:00:00
773,155,WH-Surabaya,402,2026-06-22 00:00:00
774,155,WH-Medan,163,2026-03-03 00:00:00
775,155,WH-Makassar,209,2025-06-02 00:00:00
776,156,WH-Jakarta,153,2026-01-21 00:00:00
777,156,WH-Bandung,94,2026-07-05 00:00:00
778,156,WH-Surabaya,242,2025-09-04 00:00:00
779,156,WH-Medan,434,2025-08-19 00:00:00
780,156,WH-Makassar,153,2025-05-28 00:00:00
781,157,WH-Jakarta,412,2026-04-20 00:00:00
782,157,WH-Bandung,468,2025-03-01 00:00:00
783,157,WH-Surabaya,287,2026-02-27 00:00:00
784,157,WH-Medan,495,2026-03-03 00:00:00
785,157,WH-Makassar,285,2026-06-27 00:00:00
786,158,WH-Jakarta,68,2026-02-02 00:00:00
787,158,WH-Bandung,124,2025-09-19 00:00:00
788,158,WH-Surabaya,104,2025-12-05 00:00:00
789,158,WH-Medan,331,2025-03-22 00:00:00
790,158,WH-Makassar,472,2026-04-06 00:00:00
791,159,WH-Jakarta,433,2026-01-15 00:00:00
792,159,WH-Bandung,47,2026-07-03 00:00:00
793,159,WH-Surabaya,370,2025-07-15 00:00:00
794,159,WH-Medan,26,2025-10-02 00:00:00
795,159,WH-Makassar,193,2025-02-10 00:00:00
796,160,WH-Jakarta,447,2025-03-16 00:00:00
797,160,WH-Bandung,96,2026-07-27 00:00:00
798,160,WH-Surabaya,111,2026-05-06 00:00:00
799,160,WH-Medan,106,2025-12-07 00:00:00
800,160,WH-Makassar,155,2025-01-16 00:00:00
801,161,WH-Jakarta,108,2025-07-14 00:00:00
802,161,WH-Bandung,492,2025-05-01 00:00:00
803,161,WH-Surabaya,382,2026-05-06 00:00:00
804,161,WH-Medan,468,2025-09-06 00:00:00
805,161,WH-Makassar,356,2025-07-29 00:00:00
806,162,WH-Jakarta,203,2025-09-03 00:00:00
807,162,WH-Bandung,282,2025-11-26 00:00:00
808,162,WH-Surabaya,397,2025-10-17 00:00:00
809,162,WH-Medan,194,2026-04-23 00:00:00
810,162,WH-Makassar,273,2026-01-03 00:00:00
811,163,WH-Jakarta,157,2025-09-25 00:00:00
812,163,WH-Bandung,184,2026-06-10 00:00:00
813,163,WH-Surabaya,451,2026-05-25 00:00:00
814,163,WH-Medan,238,2025-04-11 00:00:00
815,163,WH-Makassar,411,2026-04-26 00:00:00
816,164,WH-Jakarta,389,2025-11-24 00:00:00
817,164,WH-Bandung,468,2025-07-28 00:00:00
818,164,WH-Surabaya,189,2025-11-17 00:00:00
819,164,WH-Medan,211,2025-02-16 00:00:00
820,164,WH-Makassar,288,2025-08-15 00:00:00
821,165,WH-Jakarta,379,2025-05-30 00:00:00
822,165,WH-Bandung,8,2025-09-25 00:00:00
823,165,WH-Surabaya,283,2026-08-22 00:00:00
824,165,WH-Medan,296,2026-03-04 00:00:00
825,165,WH-Makassar,151,2025-06-06 00:00:00
826,166,WH-Jakarta,100,2025-12-04 00:00:00
827,166,WH-Bandung,117,2026-01-24 00:00:00
828,166,WH-Surabaya,291,2025-09-09 00:00:00
829,166,WH-Medan,255,2026-07-18 00:00:00
830,166,WH-Makassar,335,2025-12-12 00:00:00
831,167,WH-Jakarta,131,2026-05-16 00:00:00
832,167,WH-Bandung,494,2026-05-18 00:00:00
833,167,WH-Surabaya,235,2025-06-22 00:00:00
834,167,WH-Medan,375,2025-12-27 00:00:00
835,167,WH-Makassar,86,2025-05-24 00:00:00
836,168,WH-Jakarta,368,2026-07-14 00:00:00
837,168,WH-Bandung,250,2025-07-08 00:00:00
838,168,WH-Surabaya,469,2026-07-10 00:00:00
839,168,WH-Medan,328,2025-03-02 00:00:00
840,168,WH-Makassar,268,2025-02-04 00:00:00
841,169,WH-Jakarta,429,2025-03-18 00:00:00
842,169,WH-Bandung,483,2025-02-19 00:00:00
843,169,WH-Surabaya,391,2025-01-07 00:00:00
844,169,WH-Medan,211,2025-05-21 00:00:00
845,169,WH-Makassar,431,2025-08-25 00:00:00
846,170,WH-Jakarta,34,2025-06-04 00:00:00
847,170,WH-Bandung,4,2025-08-12 00:00:00
848,170,WH-Surabaya,258,2026-04-12 00:00:00
849,170,WH-Medan,191,2025-03-03 00:00:00
850,170,WH-Makassar,316,2026-05-10 00:00:00
851,171,WH-Jakarta,337,2026-05-15 00:00:00
852,171,WH-Bandung,8,2025-01-07 00:00:00
853,171,WH-Surabaya,272,2026-07-19 00:00:00
854,171,WH-Medan,210,2025-01-13 00:00:00
855,171,WH-Makassar,8,2026-06-27 00:00:00
856,172,WH-Jakarta,369,2025-10-09 00:00:00
857,172,WH-Bandung,274,2025-10-21 00:00:00
858,172,WH-Surabaya,8,2026-05-30 00:00:00
859,172,WH-Medan,416,2026-03-17 00:00:00
860,172,WH-Makassar,412,2025-07-03 00:00:00
861,173,WH-Jakarta,54,2025-04-09 00:00:00
862,173,WH-Bandung,268,2025-06-02 00:00:00
863,173,WH-Surabaya,123,2025-07-16 00:00:00
864,173,WH-Medan,317,2026-06-24 00:00:00
865,173,WH-Makassar,129,2025-12-29 00:00:00
866,174,WH-Jakarta,136,2026-02-11 00:00:00
867,174,WH-Bandung,40,2026-01-18 00:00:00
868,174,WH-Surabaya,491,2026-02-20 00:00:00
869,174,WH-Medan,235,2026-08-02 00:00:00
870,174,WH-Makassar,124,2025-08-20 00:00:00
871,175,WH-Jakarta,153,2025-03-24 00:00:00
872,175,WH-Bandung,334,2025-02-02 00:00:00
873,175,WH-Surabaya,47,2026-02-20 00:00:00
874,175,WH-Medan,194,2026-01-22 00:00:00
875,175,WH-Makassar,282,2026-05-03 00:00:00
876,176,WH-Jakarta,28,2025-01-10 00:00:00
877,176,WH-Bandung,359,2025-06-25 00:00:00
878,176,WH-Surabaya,42,2026-05-27 00:00:00
879,176,WH-Medan,432,2026-03-21 00:00:00
880,176,WH-Makassar,330,2025-12-06 00:00:00
881,177,WH-Jakarta,289,2025-04-08 00:00:00
882,177,WH-Bandung,458,2026-06-25 00:00:00
883,177,WH-Surabaya,470,2025-02-13 00:00:00
884,177,WH-Medan,117,2025-08-05 00:00:00
885,177,WH-Makassar,461,2026-08-04 00:00:00
886,178,WH-Jakarta,243,2025-10-05 00:00:00
887,178,WH-Bandung,23,2025-03-18 00:00:00
888,178,WH-Surabaya,350,2025-10-15 00:00:00
889,178,WH-Medan,460,2026-07-11 00:00:00
890,178,WH-Makassar,288,2025-02-03 00:00:00
891,179,WH-Jakarta,91,2025-11-19 00:00:00
892,179,WH-Bandung,8,2025-08-01 00:00:00
893,179,WH-Surabaya,300,2025-05-28 00:00:00
894,179,WH-Medan,385,2026-02-12 00:00:00
895,179,WH-Makassar,475,2025-03-20 00:00:00
896,180,WH-Jakarta,153,2025-06-16 00:00:00
897,180,WH-Bandung,288,2025-09-04 00:00:00
898,180,WH-Surabaya,290,2026-02-03 00:00:00
899,180,WH-Medan,346,2026-07-08 00:00:00
900,180,WH-Makassar,169,2026-01-29 00:00:00
901,181,WH-Jakarta,386,2025-05-24 00:00:00
902,181,WH-Bandung,404,2025-03-22 00:00:00
903,181,WH-Surabaya,256,2025-12-21 00:00:00
904,181,WH-Medan,27,2025-04-11 00:00:00
905,181,WH-Makassar,223,2025-08-26 00:00:00
906,182,WH-Jakarta,429,2025-03-19 00:00:00
907,182,WH-Bandung,174,2026-02-11 00:00:00
908,182,WH-Surabaya,496,2025-12-01 00:00:00
909,182,WH-Medan,15,2025-10-07 00:00:00
910,182,WH-Makassar,401,2026-04-07 00:00:00
911,183,WH-Jakarta,251,2025-08-22 00:00:00
912,183,WH-Bandung,182,2026-07-21 00:00:00
913,183,WH-Surabaya,481,2026-01-20 00:00:00
914,183,WH-Medan,221,2025-07-10 00:00:00
915,183,WH-Makassar,348,2026-08-23 00:00:00
916,184,WH-Jakarta,338,2026-01-25 00:00:00
917,184,WH-Bandung,43,2025-10-30 00:00:00
918,184,WH-Surabaya,408,2025-09-10 00:00:00
919,184,WH-Medan,365,2025-03-17 00:00:00
920,184,WH-Makassar,42,2025-10-02 00:00:00
921,185,WH-Jakarta,78,2026-01-25 00:00:00
922,185,WH-Bandung,364,2025-06-07 00:00:00
923,185,WH-Surabaya,378,2026-02-03 00:00:00
924,185,WH-Medan,162,2026-01-05 00:00:00
925,185,WH-Makassar,54,2025-04-04 00:00:00
926,186,WH-Jakarta,2,2025-11-12 00:00:00
927,186,WH-Bandung,227,2026-01-04 00:00:00
928,186,WH-Surabaya,389,2025-10-04 00:00:00
929,186,WH-Medan,52,2025-05-16 00:00:00
930,186,WH-Makassar,44,2025-07-11 00:00:00
931,187,WH-Jakarta,220,2026-04-05 00:00:00
932,187,WH-Bandung,285,2026-07-23 00:00:00
933,187,WH-Surabaya,262,2026-02-22 00:00:00
934,187,WH-Medan,52,2025-01-27 00:00:00
935,187,WH-Makassar,45,2025-12-29 00:00:00
936,188,WH-Jakarta,283,2025-04-06 00:00:00
937,188,WH-Bandung,305,2025-11-29 00:00:00
938,188,WH-Surabaya,442,2026-01-30 00:00:00
939,188,WH-Medan,6,2025-10-26 00:00:00
940,188,WH-Makassar,211,2026-02-02 00:00:00
941,189,WH-Jakarta,398,2025-03-28 00:00:00
942,189,WH-Bandung,371,2026-07-27 00:00:00
943,189,WH-Surabaya,463,2025-09-06 00:00:00
944,189,WH-Medan,292,2026-06-18 00:00:00
945,189,WH-Makassar,86,2026-01-25 00:00:00
946,190,WH-Jakarta,86,2025-05-23 00:00:00
947,190,WH-Bandung,137,2025-11-05 00:00:00
948,190,WH-Surabaya,137,2026-05-20 00:00:00
949,190,WH-Medan,74,2025-03-06 00:00:00
950,190,WH-Makassar,85,2026-03-22 00:00:00
951,191,WH-Jakarta,141,2026-03-08 00:00:00
952,191,WH-Bandung,153,2026-05-11 00:00:00
953,191,WH-Surabaya,400,2025-03-20 00:00:00
954,191,WH-Medan,184,2025-09-15 00:00:00
955,191,WH-Makassar,483,2025-09-10 00:00:00
956,192,WH-Jakarta,369,2026-05-23 00:00:00
957,192,WH-Bandung,304,2025-07-20 00:00:00
958,192,WH-Surabaya,234,2025-04-20 00:00:00
959,192,WH-Medan,69,2025-11-08 00:00:00
960,192,WH-Makassar,3,2026-02-10 00:00:00
961,193,WH-Jakarta,170,2026-01-25 00:00:00
962,193,WH-Bandung,411,2025-12-04 00:00:00
963,193,WH-Surabaya,225,2025-12-09 00:00:00
964,193,WH-Medan,220,2025-05-20 00:00:00
965,193,WH-Makassar,153,2025-11-25 00:00:00
966,194,WH-Jakarta,308,2025-07-25 00:00:00
967,194,WH-Bandung,245,2025-11-18 00:00:00
968,194,WH-Surabaya,90,2026-02-12 00:00:00
969,194,WH-Medan,495,2025-11-23 00:00:00
970,194,WH-Makassar,149,2026-05-18 00:00:00
971,195,WH-Jakarta,495,2026-08-13 00:00:00
972,195,WH-Bandung,400,2025-09-06 00:00:00
973,195,WH-Surabaya,166,2026-01-21 00:00:00
974,195,WH-Medan,143,2026-02-07 00:00:00
975,195,WH-Makassar,186,2025-04-27 00:00:00
976,196,WH-Jakarta,477,2026-08-01 00:00:00
977,196,WH-Bandung,102,2026-07-13 00:00:00
978,196,WH-Surabaya,92,2026-07-18 00:00:00
979,196,WH-Medan,13,2026-04-18 00:00:00
980,196,WH-Makassar,482,2025-08-03 00:00:00
981,197,WH-Jakarta,224,2025-10-26 00:00:00
982,197,WH-Bandung,425,2025-03-12 00:00:00
983,197,WH-Surabaya,419,2026-02-23 00:00:00
984,197,WH-Medan,344,2026-05-27 00:00:00
985,197,WH-Makassar,71,2025-11-07 00:00:00
986,198,WH-Jakarta,123,2025-09-16 00:00:00
987,198,WH-Bandung,337,2025-06-07 00:00:00
988,198,WH-Surabaya,366,2026-03-10 00:00:00
989,198,WH-Medan,404,2026-01-22 00:00:00
990,198,WH-Makassar,37,2026-04-05 00:00:00
991,199,WH-Jakarta,306,2026-05-06 00:00:00
992,199,WH-Bandung,298,2026-02-15 00:00:00
993,199,WH-Surabaya,273,2026-06-03 00:00:00
994,199,WH-Medan,472,2026-03-05 00:00:00
995,199,WH-Makassar,278,2025-02-07 00:00:00
996,200,WH-Jakarta,404,2026-01-04 00:00:00
997,200,WH-Bandung,359,2026-07-04 00:00:00
998,200,WH-Surabaya,304,2025-03-29 00:00:00
999,200,WH-Medan,55,2025-09-12 00:00:00
1000,200,WH-Makassar,336,2025-12-30 00:00:00
1001,201,WH-Jakarta,85,2025-02-15 00:00:00
1002,201,WH-Bandung,288,2026-02-14 00:00:00
1003,201,WH-Surabaya,495,2025-12-06 00:00:00
1004,201,WH-Medan,494,2026-03-17 00:00:00
1005,201,WH-Makassar,54,2025-01-11 00:00:00
1006,202,WH-Jakarta,50,2025-09-22 00:00:00
1007,202,WH-Bandung,113,2026-06-07 00:00:00
1008,202,WH-Surabaya,382,2026-06-16 00:00:00
1009,202,WH-Medan,285,2026-08-18 00:00:00
1010,202,WH-Makassar,352,2026-08-13 00:00:00
1011,203,WH-Jakarta,113,2026-04-02 00:00:00
1012,203,WH-Bandung,191,2026-02-05 00:00:00
1013,203,WH-Surabaya,237,2026-05-28 00:00:00
1014,203,WH-Medan,77,2025-12-20 00:00:00
1015,203,WH-Makassar,12,2026-05-10 00:00:00
1016,204,WH-Jakarta,53,2025-10-30 00:00:00
1017,204,WH-Bandung,212,2025-03-29 00:00:00
1018,204,WH-Surabaya,59,2025-05-26 00:00:00
1019,204,WH-Medan,178,2025-11-16 00:00:00
1020,204,WH-Makassar,175,2026-04-12 00:00:00
1021,205,WH-Jakarta,401,2025-07-31 00:00:00
1022,205,WH-Bandung,266,2026-05-10 00:00:00
1023,205,WH-Surabaya,178,2026-05-03 00:00:00
1024,205,WH-Medan,49,2026-03-25 00:00:00
