subproduct_id,product_id,variant_name,sku,size,color,price_adjustment,final_price
406,18,Coklat - 44,SKU-018-0406,44,Coklat,20000,1073936
407,18,Hitam - 44,SKU-018-0407,44,Hitam,-10000,1043936
408,18,Abu-abu - 44,SKU-018-0408,44,Abu-abu,10000,1063936
409,19,Coklat - Standard,SKU-019-0409,Standard,Coklat,-20000,1172030
410,19,Navy - Standard,SKU-019-0410,Standard,Navy,-10000,1182030
411,19,Krem - Standard,SKU-019-0411,Standard,Krem,0,1192030
412,19,Hitam - Standard,SKU-019-0412,Standard,Hitam,20000,1212030
413,20,Abu-abu - Standard,SKU-020-0413,Standard,Abu-abu,0,1243713
414,20,Hitam - Standard,SKU-020-0414,Standard,Hitam,10000,1253713
415,20,Krem - Standard,SKU-020-0415,Standard,Krem,0,1243713
416,20,Navy - Standard,SKU-020-0416,Standard,Navy,20000,1263713
417,21,Merah - Standard,SKU-021-0417,Standard,Merah,0,1085563
418,21,Hitam - Standard,SKU-021-0418,Standard,Hitam,20000,1105563
419,21,Abu-abu - Standard,SKU-021-0419,Standard,Abu-abu,0,1085563
420,21,Navy - Standard,SKU-021-0420,Standard,Navy,-20000,1065563
421,22,Merah - Standard,SKU-022-0421,Standard,Merah,0,530089
422,22,Krem - Standard,SKU-022-0422,Standard,Krem,20000,550089
423,22,Hitam - Standard,SKU-022-0423,Standard,Hitam,-20000,510089
424,22,Navy - Standard,SKU-022-0424,Standard,Navy,-10000,520089
425,23,Navy - Standard,SKU-023-0425,Standard,Navy,10000,1148346
426,23,Coklat - Standard,SKU-023-0426,Standard,Coklat,-20000,1118346
427,23,Abu-abu - Standard,SKU-023-0427,Standard,Abu-abu,10000,1148346
428,23,Krem - Standard,SKU-023-0428,Standard,Krem,0,1138346
429,24,Hitam - Standard,SKU-024-0429,Standard,Hitam,10000,758998
430,24,Coklat - Standard,SKU-024-0430,Standard,Coklat,0,748998
431,24,Navy - Standard,SKU-024-0431,Standard,Navy,10000,758998
432,24,Merah - Standard,SKU-024-0432,Standard,Merah,20000,768998
433,25,Merah - S,SKU-025-0433,S,Merah,20000,1023839
434,25,Navy - S,SKU-025-0434,S,Navy,-20000,983839
435,25,Hitam - S,SKU-025-0435,S,Hitam,20000,1023839
436,25,Abu-abu - S,SKU-025-0436,S,Abu-abu,10000,1013839
437,25,Khaki - M,SKU-025-0437,M,Khaki,0,1003839
438,25,Hitam - M,SKU-025-0438,M,Hitam,20000,1023839
439,25,Putih - M,SKU-025-0439,M,Putih,10000,1013839
440,25,Merah - M,SKU-025-0440,M,Merah,10000,1013839
441,25,Hitam - L,SKU-025-0441,L,Hitam,-10000,993839
442,25,Putih - L,SKU-025-0442,L,Putih,0,1003839
443,25,Navy - L,SKU-025-0443,L,Navy,10000,1013839
444,25,Merah - L,SKU-025-0444,L,Merah,10000,1013839
445,25,Putih - XL,SKU-025-0445,XL,Putih,-10000,993839
446,25,Hitam - XL,SKU-025-0446,XL,Hitam,-10000,993839
447,25,Biru - XL,SKU-025-0447,XL,Biru,0,1003839
448,25,Merah - XL,SKU-025-0448,XL,Merah,20000,1023839
449,25,Hitam - XXL,SKU-025-0449,XXL,Hitam,-10000,993839
450,25,Merah - XXL,SKU-025-0450,XXL,Merah,-20000,983839
451,25,Abu-abu - XXL,SKU-025-0451,XXL,Abu-abu,10000,1013839
452,25,Olive - XXL,SKU-025-0452,XXL,Olive,-20000,983839
453,26,Merah - S,SKU-026-0453,S,Merah,10000,382900
454,26,Olive - S,SKU-026-0454,S,Olive,10000,382900
455,26,Biru - S,SKU-026-0455,S,Biru,10000,382900
456,26,Navy - S,SKU-026-0456,S,Navy,-10000,362900
457,26,Olive - M,SKU-026-0457,M,Olive,-10000,362900
458,26,Merah - M,SKU-026-0458,M,Merah,20000,392900
459,26,Putih - M,SKU-026-0459,M,Putih,20000,392900
460,26,Abu-abu - M,SKU-026-0460,M,Abu-abu,-10000,362900
461,26,Putih - L,SKU-026-0461,L,Putih,20000,392900
462,26,Navy - L,SKU-026-0462,L,Navy,0,372900
463,26,Abu-abu - L,SKU-026-0463,L,Abu-abu,-20000,352900
464,26,Khaki - L,SKU-026-0464,L,Khaki,0,372900
465,26,Merah - XL,SKU-026-0465,XL,Merah,10000,382900
466,26,Khaki - XL,SKU-026-0466,XL,Khaki,-10000,362900
467,26,Olive - XL,SKU-026-0467,XL,Olive,10000,382900
468,26,Biru - XL,SKU-026-0468,XL,Biru,20000,392900
469,26,Olive - XXL,SKU-026-0469,XXL,Olive,20000,392900
470,26,Navy - XXL,SKU-026-0470,XXL,Navy,10000,382900
471,26,Khaki - XXL,SKU-026-0471,XXL,Khaki,10000,382900
472,26,Merah - XXL,SKU-026-0472,XXL,Merah,0,372900
473,27,Abu-abu - S,SKU-027-0473,S,Abu-abu,10000,455632
474,27,Merah - S,SKU-027-0474,S,Merah,-20000,425632
475,27,Olive - S,SKU-027-0475,S,Olive,0,445632
476,27,Putih - S,SKU-027-0476,S,Putih,10000,455632
477,27,Khaki - M,SKU-027-0477,M,Khaki,10000,455632
478,27,Abu-abu - M,SKU-027-0478,M,Abu-abu,-20000,425632
479,27,Biru - M,SKU-027-0479,M,Biru,-10000,435632
480,27,Putih - M,SKU-027-0480,M,Putih,20000,465632
481,27,Biru - L,SKU-027-0481,L,Biru,-20000,425632
482,27,Khaki - L,SKU-027-0482,L,Khaki,20000,465632
483,27,Hitam - L,SKU-027-0483,L,Hitam,10000,455632
484,27,Abu-abu - L,SKU-027-0484,L,Abu-abu,-20000,425632
485,27,Navy - XL,SKU-027-0485,XL,Navy,-20000,425632
486,27,Abu-abu - XL,SKU-027-0486,XL,Abu-abu,10000,455632
487,27,Biru - XL,SKU-027-0487,XL,Biru,0,445632
488,27,Putih - XL,SKU-027-0488,XL,Putih,0,445632
489,27,Khaki - XXL,SKU-027-0489,XXL,Khaki,20000,465632
490,27,Biru - XXL,SKU-027-0490,XXL,Biru,10000,455632
491,27,Hitam - XXL,SKU-027-0491,XXL,Hitam,0,445632
492,27,Navy - XXL,SKU-027-0492,XXL,Navy,10000,455632
493,28,Putih - S,SKU-028-0493,S,Putih,-10000,1174592
494,28,Olive - S,SKU-028-0494,S,Olive,-20000,1164592
495,28,Biru - S,SKU-028-0495,S,Biru,10000,1194592
496,28,Navy - S,SKU-028-0496,S,Navy,-20000,1164592
497,28,Putih - M,SKU-028-0497,M,Putih,-20000,1164592
498,28,Abu-abu - M,SKU-028-0498,M,Abu-abu,-20000,1164592
499,28,Olive - M,SKU-028-0499,M,Olive,0,1184592
500,28,Navy - M,SKU-028-0500,M,Navy,-20000,1164592
501,28,Merah - L,SKU-028-0501,L,Merah,-10000,1174592
502,28,Navy - L,SKU-028-0502,L,Navy,-10000,1174592
503,28,Khaki - L,SKU-028-0503,L,Khaki,20000,1204592
504,28,Abu-abu - L,SKU-028-0504,L,Abu-abu,10000,1194592
505,28,Navy - XL,SKU-028-0505,XL,Navy,20000,1204592
506,28,Putih - XL,SKU-028-0506,XL,Putih,10000,1194592
507,28,Khaki - XL,SKU-028-0507,XL,Khaki,20000,1204592
508,28,Hitam - XL,SKU-028-0508,XL,Hitam,-10000,1174592
509,28,Olive - XXL,SKU-028-0509,XXL,Olive,10000,1194592
510,28,Merah - XXL,SKU-028-0510,XXL,Merah,0,1184592
511,28,Putih - XXL,SKU-028-0511,XXL,Putih,10000,1194592
512,28,Biru - XXL,SKU-028-0512,XXL,Biru,0,1184592
513,29,Olive - S,SKU-029-0513,S,Olive,-10000,59707
514,29,Navy - S,SKU-029-0514,S,Navy,-20000,49707
515,29,Biru - S,SKU-029-0515,S,Biru,10000,79707
516,29,Merah - S,SKU-029-0516,S,Merah,0,69707
517,29,Merah - M,SKU-029-0517,M,Merah,10000,79707
518,29,Biru - M,SKU-029-0518,M,Biru,0,69707
519,29,Abu-abu - M,SKU-029-0519,M,Abu-abu,-10000,59707
520,29,Navy - M,SKU-029-0520,M,Navy,10000,79707
521,29,Olive - L,SKU-029-0521,L,Olive,20000,89707
522,29,Hitam - L,SKU-029-0522,L,Hitam,0,69707
523,29,Putih - L,SKU-029-0523,L,Putih,20000,89707
524,29,Abu-abu - L,SKU-029-0524,L,Abu-abu,0,69707
525,29,Merah - XL,SKU-029-0525,XL,Merah,0,69707
526,29,Hitam - XL,SKU-029-0526,XL,Hitam,-20000,49707
527,29,Biru - XL,SKU-029-0527,XL,Biru,20000,89707
528,29,Abu-abu - XL,SKU-029-0528,XL,Abu-abu,-20000,49707
529,29,Olive - XXL,SKU-029-0529,XXL,Olive,20000,89707
530,29,Khaki - XXL,SKU-029-0530,XXL,Khaki,0,69707
531,29,Navy - XXL,SKU-029-0531,XXL,Navy,-10000,59707
532,29,Putih - XXL,SKU-029-0532,XXL,Putih,-10000,59707
533,30,Navy - S,SKU-030-0533,S,Navy,0,575602
534,30,Biru - S,SKU-030-0534,S,Biru,10000,585602
535,30,Hitam - S,SKU-030-0535,S,Hitam,-20000,555602
536,30,Khaki - S,SKU-030-0536,S,Khaki,20000,595602
537,30,Biru - M,SKU-030-0537,M,Biru,0,575602
538,30,Olive - M,SKU-030-0538,M,Olive,0,575602
539,30,Putih - M,SKU-030-0539,M,Putih,10000,585602
540,30,Hitam - M,SKU-030-0540,M,Hitam,-10000,565602
541,30,Abu-abu - L,SKU-030-0541,L,Abu-abu,20000,595602
542,30,Putih - L,SKU-030-0542,L,Putih,20000,595602
543,30,Merah - L,SKU-030-0543,L,Merah,0,575602
544,30,Navy - L,SKU-030-0544,L,Navy,-10000,565602
545,30,Merah - XL,SKU-030-0545,XL,Merah,0,575602
546,30,Khaki - XL,SKU-030-0546,XL,Khaki,-20000,555602
547,30,Abu-abu - XL,SKU-030-0547,XL,Abu-abu,10000,585602
548,30,Navy - XL,SKU-030-0548,XL,Navy,-20000,555602
549,30,Navy - XXL,SKU-030-0549,XXL,Navy,20000,595602
550,30,Khaki - XXL,SKU-030-0550,XXL,Khaki,0,575602
551,30,Putih - XXL,SKU-030-0551,XXL,Putih,-20000,555602
552,30,Abu-abu - XXL,SKU-030-0552,XXL,Abu-abu,10000,585602
